,cum_infections,cum_infectious,cum_tests,cum_diagnoses,cum_recoveries,cum_symptomatic,cum_severe,cum_critical,cum_deaths,cum_quarantined,new_infections,new_infectious,new_tests,new_diagnoses,new_recoveries,new_symptomatic,new_severe,new_critical,new_deaths,new_quarantined,n_susceptible,n_exposed,n_infectious,n_symptomatic,n_severe,n_critical,n_diagnosed,n_quarantined,prevalence,incidence,r_eff,doubling_time,test_yield,t
0,400.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2246000.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017777777777777779,0.0,2.186829905357766,,0.0,0
1,400.4,5.6,6.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.4,5.6,1.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,2245996.0,400.4,5.6,1.8,0.0,0.0,0.0,0.0,0.00017795555555555554,1.780951829705386e-07,2.385632624026653,,0.0,1
2,422.8,56.0,8.0,0.0,0.0,13.2,0.0,0.0,0.0,0.0,22.4,50.4,2.0,0.0,0.0,11.4,0.0,0.0,0.0,0.0,2245772.0,422.8,56.0,13.2,0.0,0.0,0.0,0.0,0.00018791111111111109,9.974364365547215e-06,2.403244309688787,,0.0,2
3,465.2,141.4,8.0,0.0,0.0,48.4,0.0,0.0,0.0,0.0,42.4,85.4,0.0,0.0,0.0,35.2,0.0,0.0,0.0,0.0,2245348.0,465.2,141.4,48.4,0.0,0.0,0.0,0.0,0.00020675555555555556,1.8883556789155995e-05,2.3679174310285847,14.00267500761999,0.0,3
4,545.2,229.0,10.0,0.0,0.0,97.4,0.0,0.0,0.0,0.0,80.0,87.6,2.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,2244548.0,545.2,229.0,97.4,0.0,0.0,0.0,0.0,0.0002423111111111111,3.5641945355445435e-05,2.277435181926399,6.758531254747837,0.0,4
5,642.8,306.0,10.0,0.0,0.0,152.0,0.2,0.0,0.0,0.0,97.6,77.0,0.0,0.0,0.0,54.6,0.2,0.0,0.0,0.0,2243572.0,642.8,306.0,152.0,0.2,0.0,0.0,0.0,0.0002856888888888889,4.3502404514745225e-05,2.169324171086397,4.9805671365940904,0.0,5
6,737.4,374.2,11.0,0.0,0.2,204.0,0.2,0.0,0.0,0.0,94.6,68.2,1.0,0.0,0.2,52.0,0.0,0.0,0.0,0.0,2242626.0,737.2,374.0,204.0,0.2,0.0,0.0,0.0,0.00032764444444444445,4.218304316805179e-05,2.0668829898562935,4.522401562930133,0.0,6
7,840.4,442.4,11.0,0.0,0.6,245.6,1.2,0.2,0.0,0.0,103.0,68.2,0.0,0.0,0.4,41.6,1.0,0.2,0.0,0.0,2241596.0,839.8,441.8,245.4,1.2,0.2,0.0,0.0,0.00037324444444444447,4.594977211977707e-05,1.9893411663946332,4.822322330490638,0.0,7
8,958.8,519.2,12.0,0.0,6.2,292.2,3.0,0.6,0.0,0.0,118.4,76.8,1.0,0.0,5.6,46.6,1.8,0.4,0.0,0.0,2240412.0,952.6,513.0,289.8,3.0,0.6,0.0,0.0,0.0004233777777777778,5.284870938576752e-05,1.9347606634137993,5.2446727798610215,0.0,8
9,1075.8,602.0,13.0,0.0,24.0,346.6,4.8,0.8,0.0,0.0,117.0,82.8,1.0,0.0,17.8,54.4,1.8,0.2,0.0,0.0,2239242.0,1051.8,578.0,335.8,4.8,0.8,0.0,0.0,0.00046746666666666674,5.225160037339924e-05,1.899144988702211,5.54864029519643,0.0,9
